Census_Tract,year,vax_status,flu_count,nsamples
53033000200,2018.846154,0,0,19
53033000200,2018.846154,1,0,30
53033000200,2018.865385,0,0,16
53033000200,2018.865385,1,0,26
53033000200,2018.884615,0,0,19
53033000200,2018.884615,1,0,27
53033000200,2018.903846,0,4,16
53033000200,2018.903846,1,0,32
53033000200,2018.923077,0,7,22
53033000200,2018.923077,1,1,27
53033000200,2018.942308,0,14,35
53033000200,2018.942308,1,4,33
53033000200,2018.961538,0,32,59
53033000200,2018.961538,1,6,38
53033000200,2018.980769,0,86,103
53033000200,2018.980769,1,21,49
53033000200,2019,0,118,133
53033000200,2019,1,34,64
53033000200,2019.019231,0,95,111
53033000200,2019.019231,1,21,53
53033000200,2019.038462,0,53,69
53033000200,2019.038462,1,14,36
53033000200,2019.057692,0,27,47
53033000200,2019.057692,1,7,45
53033000200,2019.076923,0,9,37
53033000200,2019.076923,1,3,37
53033000200,2019.096154,0,3,19
53033000200,2019.096154,1,3,35
53033000200,2019.115385,0,2,22
53033000200,2019.115385,1,0,28
53033000200,2019.134615,0,0,20
53033000200,2019.134615,1,1,23
53033000200,2019.153846,0,0,19
53033000200,2019.153846,1,0,23
53033000200,2019.173077,0,0,15
53033000200,2019.173077,1,0,29
53033000200,2019.192308,0,0,20
53033000200,2019.192308,1,0,16
53033000200,2019.211538,0,0,23
53033000200,2019.211538,1,0,27
53033000200,2019.230769,0,0,13
53033000200,2019.230769,1,0,27
53033000200,2019.25,0,0,16
53033000200,2019.25,1,0,27
53033000200,2019.269231,0,0,16
53033000200,2019.269231,1,0,26
53033000200,2019.288462,0,0,16
53033000200,2019.288462,1,0,30
53033000200,2019.307692,0,0,20
53033000200,2019.307692,1,0,20
53033000200,2019.326923,0,0,22
53033000200,2019.326923,1,0,30
53033000200,2019.346154,0,0,16
53033000200,2019.346154,1,0,28
53033000200,2019.365385,0,0,20
53033000200,2019.365385,1,0,22
53033000200,2019.384615,0,0,14
53033000200,2019.384615,1,0,25
53033000900,2018.846154,0,0,13
53033000900,2018.846154,1,0,6
53033000900,2018.865385,0,0,7
53033000900,2018.865385,1,0,15
53033000900,2018.884615,0,0,12
53033000900,2018.884615,1,0,11
